"","upc","descrip.X1","descrip.X2","descrip.X3","descrip.X4","descrip.X5","descrip.X6","price","q","sales","volsales","unit","descrip1"
"453", 7336011114,OLD,STYLE,DRAFT,OLD,STYLE,DRAFT,0.42045528,2.852172e+05,1.154881e+05,1.012521e+08,"Oz","OLD STYLE DRAFT"
"454", 7336011116,OLD,STYLE,DRAFT,N.R.,OLD,STYLE,0.48473328,1.944553e+04,8.842300e+03,6.903165e+06,"Oz","OLD STYLE DRAFT N.R."
"455", 7336011209,OLD,STYLE,BEER,N.R.B,OLD,STYLE,0.56696242,6.367549e+04,3.555672e+04,2.260480e+07,"Oz","OLD STYLE BEER N.R.B"
"456", 7336011214,OLD,STYLE,30PK,CANS,OLD,STYLE,0.37487769,2.944421e+06,1.040744e+06,1.045269e+09,"Oz","OLD STYLE 30PK CANS"
"457", 7336011301,OLD,STYLE,BEER,OLD,STYLE,BEER,0.45191050,6.424176e+06,2.748746e+06,2.280582e+09,"Oz","OLD STYLE BEER"
"458", 7336011341,OLD,STYLE,BEER,OLD,STYLE,BEER,0.58096534,1.201113e+06,6.831292e+05,4.263950e+08,"Oz","OLD STYLE BEER"
"459", 7336011347,OLD,STYLE,BEER,OLD,STYLE,BEER,0.58269370,4.198604e+02,2.446500e+02,1.490504e+05,"Oz","OLD STYLE BEER"
"460", 7336011356,OLD,STYLE,PARTY,PACK,OLD,STYLE,0.35071868,6.780465e+05,2.296419e+05,2.407065e+08,"Oz","OLD STYLE PARTY PACK"
"461", 7336011358,O,S,RYL,AMBR,N.R.,NO,0.58808124,7.468117e+04,4.270611e+04,2.651181e+07,"Oz","O S RYL AMBR N.R. NO"
"462", 7336011370,OLD,STYLE,CAN,OLD,STYLE,CAN,0.39903584,1.340354e+05,5.340249e+04,4.758258e+07,"Oz","OLD STYLE CAN"
"463", 7336011372,OLD,STYLE,30PK,CANS,OLD,STYLE,0.36171672,2.754104e+06,9.154998e+05,9.777070e+08,"Oz","OLD STYLE 30PK CANS"
"464", 7336011401,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.61771429,2.245653e+04,1.381295e+04,7.972069e+06,"Oz","OLD STYLE CLASSIC DR"
"465", 7336011402,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.61853629,1.083240e+04,6.679190e+03,3.845501e+06,"Oz","OLD STYLE CLASSIC DR"
"466", 7336011403,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.59743208,2.766280e+04,1.639558e+04,9.820295e+06,"Oz","OLD STYLE CLASSIC DR"
"467", 7336011404,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.59477115,1.519895e+04,8.964070e+03,5.395626e+06,"Oz","OLD STYLE CLASSIC DR"
"468", 7336011405,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.44450489,2.420075e+05,9.996128e+04,8.591267e+07,"Oz","OLD STYLE CLASSIC DR"
"469", 7336011406,OLD,STYLE,CLSSC,DRFT,OLD,STYLE,0.44494331,8.973016e+04,3.838561e+04,3.185421e+07,"Oz","OLD STYLE CLSSC DRFT"
"470", 7336011411,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.59951121,9.770151e+04,5.360642e+04,3.468404e+07,"Oz","OLD STYLE CLASSIC DR"
"471", 7336011412,OLD,STYLE,CLSC,DRAFT,OLD,STYLE,0.59342986,5.248255e+04,2.896900e+04,1.863130e+07,"Oz","OLD STYLE CLSC DRAFT"
"472", 7336011421,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.38020372,1.353750e+05,5.073212e+04,4.805812e+07,"Oz","OLD STYLE CLASSIC DR"
"473", 7336011422,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.37943378,9.113970e+04,3.409969e+04,3.235459e+07,"Oz","OLD STYLE CLASSIC DR"
"474", 7336011423,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.27259061,7.134827e+04,1.944887e+04,2.532864e+07,"Oz","OLD STYLE CLASSIC DR"
"475", 7336011424,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.27259061,3.746354e+04,1.021221e+04,1.329956e+07,"Oz","OLD STYLE CLASSIC DR"
"476", 7336011425,OS,CLASSIC,DRAFT,4PK,OS,CLASSIC,0.39712900,2.547153e+04,1.010428e+04,9.042393e+06,"Oz","OS CLASSIC DRAFT 4PK"
"477", 7336011426,OS,CLASSIC,DRFT,LT,6,OS,0.39711252,8.909037e+03,3.534360e+03,3.162708e+06,"Oz","OS CLASSIC DRFT LT 6"
"478", 7336011431,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.34703070,9.003006e+04,3.104978e+04,3.196067e+07,"Oz","OLD STYLE CLASSIC DR"
"479", 7336011432,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.34669173,3.860716e+04,1.336856e+04,1.370554e+07,"Oz","OLD STYLE CLASSIC DR"
"480", 7336011439,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.39948264,1.457515e+04,5.823710e+03,5.174180e+06,"Oz","OLD STYLE CLASSIC DR"
"481", 7336011440,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.39953846,1.059648e+04,4.233700e+03,3.761749e+06,"Oz","OLD STYLE CLASSIC DR"
"482", 7336011441,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.35270575,2.090605e+05,6.868041e+04,7.421647e+07,"Oz","OLD STYLE CLASSIC DR"
"483", 7336011442,OLD,STYLE,CLASSIC,DR,OLD,STYLE,0.35128811,1.228092e+05,4.038805e+04,4.359725e+07,"Oz","OLD STYLE CLASSIC DR"
"484", 7336011522,OLD,STYLE,ICE,OLD,STYLE,ICE,0.42123792,3.036910e+05,1.207913e+05,1.078103e+08,"Oz","OLD STYLE ICE"
"485", 7336011523,OLD,STYLE,ICE,NR,BTL,OLD,0.54523861,7.701439e+03,4.199760e+03,2.734011e+06,"Oz","OLD STYLE ICE NR BTL"
"486", 7336011524,OLD,STYLE,ICE,NR,BTL,OLD,0.51206177,3.814731e+04,1.874655e+04,1.354230e+07,"Oz","OLD STYLE ICE NR BTL"
"487", 7336011528,OLD,STYLE,ICE,LN,NR,OLD,0.57994199,3.393072e+04,1.880208e+04,1.204540e+07,"Oz","OLD STYLE ICE LN NR"
"488", 7336011531,OLD,STYLE,ICE,LIGHT,OLD,STYLE,0.55616736,6.259519e+04,3.389297e+04,2.222129e+07,"Oz","OLD STYLE ICE LIGHT"
"489", 7336011542,OLD,STYLE,ICE,LIGHT,OLD,STYLE,0.43853119,1.175609e+03,5.105100e+02,4.173412e+05,"Oz","OLD STYLE ICE LIGHT"
"490", 7336011611,OLD,STYLE,BEER,N.R.B,OLD,STYLE,0.63187671,5.998005e+00,3.790000e+00,2.129292e+03,"Oz","OLD STYLE BEER N.R.B"
"491", 7336011638,OLD,STYLE,BEER,N.R.B,OLD,STYLE,0.56602150,1.559481e+02,8.827000e+01,5.536159e+04,"Oz","OLD STYLE BEER N.R.B"
"492", 7336011661,OLD,STYLE,REG,LONG,N,OLD,0.60769206,5.244776e+05,2.972384e+05,1.861896e+08,"Oz","OLD STYLE REG LONG N"
"493", 7336011670,OLD,STYLE,BEER,OLD,STYLE,BEER,0.74466211,2.002267e+04,1.482088e+04,7.108050e+06,"Oz","OLD STYLE BEER"
"494", 7336011751,OLD,STYLE,BEER,OLD,STYLE,BEER,0.61072582,8.172223e+05,4.976987e+05,2.901139e+08,"Oz","OLD STYLE BEER"
"495", 7336011754,OLD,STYLE,BEER,OLD,STYLE,BEER,0.53656000,4.538091e+05,2.141248e+05,1.611022e+08,"Oz","OLD STYLE BEER"
"496", 7336011905,OLD,STYLE,BEER,OLD,STYLE,BEER,0.66101211,7.207203e+04,4.706657e+04,2.558557e+07,"Oz","OLD STYLE BEER"
"497", 7336011906,OLD,STYLE,BEER,N.R.B,OLD,STYLE,0.54666406,4.820117e+05,2.364106e+05,1.711142e+08,"Oz","OLD STYLE BEER N.R.B"
"498", 7336013301,SPECIAL,EXPORT,CAN,SPECIAL,EXPORT,CAN,0.50743073,1.396336e+04,7.062180e+03,4.956992e+06,"Oz","SPECIAL EXPORT CAN"
"499", 7336013403,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.60836011,1.038255e+04,6.241720e+03,3.685804e+06,"Oz","SPECIAL EXPORT REG N"
"500", 7336013405,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.60078746,1.792204e+04,1.045110e+04,6.362324e+06,"Oz","SPECIAL EXPORT REG N"
"501", 7336013412,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.60796803,3.676777e+03,2.210180e+03,1.305256e+06,"Oz","SPECIAL EXPORT LIGHT"
"502", 7336013414,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.59575075,2.447186e+03,1.431860e+03,8.687511e+05,"Oz","SPECIAL EXPORT LIGHT"
"503", 7336013419,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.54143000,2.879043e+02,1.558800e+02,1.022060e+05,"Oz","SPECIAL EXPORT LIGHT"
"504", 7336013611,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.63260806,3.160829e+05,1.884141e+05,1.122094e+08,"Oz","SPECIAL EXPORT REG N"
"505", 7336013670,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.72667015,2.850385e+03,2.071290e+03,1.011887e+06,"Oz","SPECIAL EXPORT REG N"
"506", 7336013751,SPECIAL,EXPORT,REG,C,SPECIAL,EXPORT,0.67022276,1.247585e+03,8.332200e+02,4.428927e+05,"Oz","SPECIAL EXPORT REG C"
"507", 7336013752,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.60761672,5.731694e+04,3.258347e+04,2.034751e+07,"Oz","SPECIAL EXPORT REG N"
"508", 7336013755,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.64528221,2.859849e+05,1.792706e+05,1.015246e+08,"Oz","SPECIAL EXPORT REG N"
"509", 7336013757,SPECIAL,EXPORT,REG,N,SPECIAL,EXPORT,0.61302155,2.818343e+05,1.622011e+05,1.000512e+08,"Oz","SPECIAL EXPORT REG N"
"510", 7336035301,OLD,STYLE,L.A.,BEER,OLD,STYLE,0.47345254,3.665981e+04,1.718610e+04,1.301423e+07,"Oz","OLD STYLE L.A. BEER"
"511", 7336035751,OLD,STYLE,L.A.,BEER,OLD,STYLE,0.60467219,1.076042e+04,6.483900e+03,3.819950e+06,"Oz","OLD STYLE L.A. BEER"
"512", 7336039751,CARLINGS,BLK,LABEL,R,CARLINGS,BLK,0.43181020,7.737427e+02,3.341100e+02,2.746787e+05,"Oz","CARLINGS BLK LABEL R"
"513", 7336043333,KINGSBURY,NON/ALCOHO,KINGSBURY,NON/ALCOHO,KINGSBURY,NON/ALCOHO,0.43215951,3.670779e+03,1.553710e+03,1.303127e+06,"Oz","KINGSBURY NON/ALCOHO"
"514", 7336043611,KINGSBURY,NON/ALCOHO,KINGSBURY,NON/ALCOHO,KINGSBURY,NON/ALCOHO,0.60840112,1.681841e+04,9.811360e+03,5.970535e+06,"Oz","KINGSBURY NON/ALCOHO"
"515", 7336043668,KINGSBURY,N/A,LONGNE,KINGSBURY,N/A,LONGNE,0.64239204,2.448386e+04,1.550534e+04,8.691770e+06,"Oz","KINGSBURY N/A LONGNE"
"516", 7336043751,KINGSBURY,NON/ALCOHO,KINGSBURY,NON/ALCOHO,KINGSBURY,NON/ALCOHO,0.55981266,1.487505e+04,8.189880e+03,5.280644e+06,"Oz","KINGSBURY NON/ALCOHO"
"517", 7336050301,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.50659251,7.197607e+03,3.633000e+03,2.555150e+06,"Oz","SPECIAL EXPORT LIGHT"
"518", 7336050611,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.61920142,8.321633e+04,4.934690e+04,2.954180e+07,"Oz","SPECIAL EXPORT LIGHT"
"519", 7336050660,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.64488214,1.131284e+05,7.076589e+04,4.016058e+07,"Oz","SPECIAL EXPORT LIGHT"
"520", 7336050662,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.59077847,1.537889e+04,8.717080e+03,5.459505e+06,"Oz","SPECIAL EXPORT LIGHT"
"521", 7336050665,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.60753179,7.309169e+04,4.239836e+04,2.594755e+07,"Oz","SPECIAL EXPORT LIGHT"
"522", 7336050751,SPECIAL,EXPORT,LIGHT,SPECIAL,EXPORT,LIGHT,0.68364829,1.439521e+02,9.786000e+01,5.110301e+04,"Oz","SPECIAL EXPORT LIGHT"
"523", 7336068306,OLD,STYLE,DRY,BEER,OLD,STYLE,0.44540951,1.693837e+04,7.411940e+03,6.013121e+06,"Oz","OLD STYLE DRY BEER"
"524", 7336068661,OLD,STYLE,DRY,LONGNE,OLD,STYLE,0.56239659,2.106500e+04,1.113984e+04,7.478073e+06,"Oz","OLD STYLE DRY LONGNE"
"525", 7336068741,OLD,STYLE,DRY,BEER,OLD,STYLE,0.56989992,5.950021e+03,3.386840e+03,2.112258e+06,"Oz","OLD STYLE DRY BEER"
"526", 7336068756,OLD,STYLE,DRY,BEER,OLD,STYLE,0.59548819,5.242257e+03,3.117220e+03,1.861001e+06,"Oz","OLD STYLE DRY BEER"
"527", 7336077661,SPECIAL,EXPORT,DARK,SPECIAL,EXPORT,DARK,0.60909927,4.131426e+04,2.435438e+04,1.466656e+07,"Oz","SPECIAL EXPORT DARK"
"528", 7336077663,SPECIAL,EXPORT,DARK,SPECIAL,EXPORT,DARK,0.63655657,3.682775e+04,2.292125e+04,1.307385e+07,"Oz","SPECIAL EXPORT DARK"
"529", 7336088301,CARLINGS,BLK,LABEL,L,CARLINGS,BLK,0.37470788,4.798404e+01,1.798000e+01,1.703434e+04,"Oz","CARLINGS BLK LABEL L"
"530", 7336088751,CARLINGS,BLK,LABEL,L,CARLINGS,BLK,0.42625278,8.997008e+01,3.805000e+01,3.193938e+04,"Oz","CARLINGS BLK LABEL L"
"531", 7336091405,WEINHARDS,BOAR'S,HEA,WEINHARDS,BOAR'S,HEA,0.74684691,3.734358e+04,2.682587e+04,1.325697e+07,"Oz","WEINHARDS BOAR'S HEA"
"532", 7336097102,OLD,STYLE,LT,BONUS,P,OLD,0.39928499,3.750753e+04,1.497522e+04,1.331517e+07,"Oz","OLD STYLE LT BONUS P"
"533", 7336097104,OLD,STYLE,LIGHT,30,P,OLD,0.35922977,7.825898e+05,2.594652e+05,2.778194e+08,"Oz","OLD STYLE LIGHT 30 P"
"534", 7336097202,OLD,STYLE,BEER,N.R.B,OLD,STYLE,0.49334505,7.158020e+04,3.301651e+04,2.541097e+07,"Oz","OLD STYLE BEER N.R.B"
"535", 7336097301,OLD,STYLE,LT,BONUS,6,OLD,0.44173959,1.458043e+06,6.089810e+05,5.176053e+08,"Oz","OLD STYLE LT BONUS 6"
"536", 7336097305,OLD,STYLE,LT,BONUS,6,OLD,0.34783086,8.410403e+05,2.831143e+05,2.985693e+08,"Oz","OLD STYLE LT BONUS 6"
"537", 7336097341,OLD,STYLE,LIGHT,BEER,OLD,STYLE,0.57054991,1.889852e+05,1.050059e+05,6.708973e+07,"Oz","OLD STYLE LIGHT BEER"
"538", 7336097343,OLD,STYLE,LIGHT,30,P,OLD,0.37485096,9.510738e+05,3.367478e+05,3.376312e+08,"Oz","OLD STYLE LIGHT 30 P"
"539", 7336097345,OLD,STYLE,LT,BONUS,P,OLD,0.34955901,9.096975e+05,3.043811e+05,3.229426e+08,"Oz","OLD STYLE LT BONUS P"
"540", 7336097347,OLD,STYLE,BONUS,PACK,OLD,STYLE,0.31197351,3.527307e+05,1.100395e+05,1.252194e+08,"Oz","OLD STYLE BONUS PACK"
"541", 7336097348,OLD,STYLE,LIGHT,BEER,OLD,STYLE,0.58269370,4.798404e+01,2.796000e+01,1.703434e+04,"Oz","OLD STYLE LIGHT BEER"
"542", 7336097356,OLD,STYLE,LIGHT,PART,OLD,STYLE,0.34901941,1.799722e+05,6.078470e+04,6.389011e+07,"Oz","OLD STYLE LIGHT PART"
"543", 7336097638,OLD,STYLE,LIGHT,BEER,OLD,STYLE,0.56602150,1.439521e+02,8.148000e+01,5.110301e+04,"Oz","OLD STYLE LIGHT BEER"
"544", 7336097661,OLD,STYLE,LIGHT,LONG,OLD,STYLE,0.59983873,9.726965e+04,5.552758e+04,3.453073e+07,"Oz","OLD STYLE LIGHT LONG"
"545", 7336097670,OLD,STYLE,LIGHT,BEER,OLD,STYLE,0.70523441,1.866046e+01,1.316000e+01,6.624464e+03,"Oz","OLD STYLE LIGHT BEER"
"546", 7336097751,OLD,STYLE,LIGHT,BEER,OLD,STYLE,0.60719210,1.778948e+05,1.025568e+05,6.315267e+07,"Oz","OLD STYLE LIGHT BEER"
"547", 7336097754,OLD,STYLE,LIGHT,BEER,OLD,STYLE,0.52352327,5.247055e+04,2.531328e+04,1.862705e+07,"Oz","OLD STYLE LIGHT BEER"
"548", 7336098621,CHAMPALE,PINK,N.R.BT,CHAMPALE,PINK,N.R.BT,0.92280674,1.999335e+01,1.845000e+01,7.097640e+03,"Oz","CHAMPALE PINK N.R.BT"
"549", 7336098671,CHAMPALE,EXTRA,DRY,N,CHAMPALE,EXTRA,0.92280674,1.199601e+01,1.107000e+01,4.258584e+03,"Oz","CHAMPALE EXTRA DRY N"
"550", 7336098678,CHAMPALE,GOLDEN,N,R,CHAMPALE,GOLDEN,0.92280674,3.598803e+01,3.321000e+01,1.277575e+04,"Oz","CHAMPALE GOLDEN N R"
"551", 7454900020,CARTA,BLANCA,BEER,N.,CARTA,BLANCA,1.03756710,4.198604e+01,4.363000e+01,1.490504e+04,"Oz","CARTA BLANCA BEER N."
"552", 7527608060,MOUSSY,NON-ALCOHOLIC,MOUSSY,NON-ALCOHOLIC,MOUSSY,NON-ALCOHOLIC,0.97816658,1.753917e+03,1.712310e+03,6.226405e+05,"Oz","MOUSSY NON-ALCOHOLIC"
"553", 7642091111,PYRAMID,BEST,BROWN,A,PYRAMID,BEST,1.30179630,7.797407e+01,1.008700e+02,2.768080e+04,"Oz","PYRAMID BEST BROWN A"
"554", 7642091112,PYRAMID,PALE,ALE,PYRAMID,PALE,ALE,1.31821600,7.197606e+01,9.488000e+01,2.555150e+04,"Oz","PYRAMID PALE ALE"
"555", 7642091117,PYRAMID,HEFEWEIZEN,PYRAMID,HEFEWEIZEN,PYRAMID,HEFEWEIZEN,1.33210950,1.739422e+02,2.317100e+02,6.174947e+04,"Oz","PYRAMID HEFEWEIZEN"
"556", 7642091119,PYRAMID,APRICOT,ALE,PYRAMID,APRICOT,ALE,1.33210950,1.499501e+02,1.997500e+02,5.323230e+04,"Oz","PYRAMID APRICOT ALE"
"557", 7774047999,~SANTA,CLAUSS,XMAS,B,~SANTA,CLAUSS,1.60926220,6.047989e+01,8.364000e+01,2.147036e+04,"Oz","~SANTA CLAUSS XMAS B"
"558", 7794202535,WOODPECKER,CIDER,WOODPECKER,CIDER,WOODPECKER,CIDER,1.16538740,2.039322e+02,2.376600e+02,7.239593e+04,"Oz","WOODPECKER CIDER"
"559", 8066094433,ST,PAULI,GIRL,BIG,BT,ST,1.21375950,1.680641e+03,2.038620e+03,5.966276e+05,"Oz","ST PAULI GIRL BIG BT"
"560", 8066095301,PACIFICO,N.R.,BOTTLE,PACIFICO,N.R.,BOTTLE,1.08232060,1.895370e+03,2.035120e+03,6.728563e+05,"Oz","PACIFICO N.R. BOTTLE"
"561", 8066095401,CORONITA,N.R.,BOTTLE,CORONITA,N.R.,BOTTLE,1.54445420,3.148953e+02,4.846000e+02,1.117878e+05,"Oz","CORONITA N.R. BOTTLE"
"562", 8066095603,CORONA,BIG,BTL.,CORONA,BIG,BTL.,1.18374000,7.160453e+03,8.488080e+03,2.541961e+06,"Oz","CORONA BIG BTL."
"563", 8066095605,CORONA,EXTRA,BEER,NR,CORONA,EXTRA,0.96648461,1.108713e+06,1.028249e+06,3.935932e+08,"Oz","CORONA EXTRA BEER NR"
"564", 8066095615,CORONA,EXTRA,BEER,NR,CORONA,EXTRA,0.94778055,4.669807e+05,4.215689e+05,1.657782e+08,"Oz","CORONA EXTRA BEER NR"
"565", 8066095625,CORONA,EXTRA,LIGHT,N,CORONA,EXTRA,0.95597613,1.686399e+05,1.562351e+05,5.986717e+07,"Oz","CORONA EXTRA LIGHT N"
"566", 8066095755,MODELO,ESPECIAL,MODELO,ESPECIAL,MODELO,ESPECIAL,0.98950469,6.471848e+03,6.268210e+03,2.297506e+06,"Oz","MODELO ESPECIAL"
"567", 8066095765,MODELO,ESPECIAL,MODELO,ESPECIAL,MODELO,ESPECIAL,0.99866527,3.718763e+02,3.713800e+02,1.320161e+05,"Oz","MODELO ESPECIAL"
"568", 8066095785,MODELO,NEGRA,N.R.BOT,MODELO,NEGRA,N.R.BOT,0.96659184,2.147286e+04,2.037668e+04,7.622865e+06,"Oz","MODELO NEGRA N.R.BOT"
"569", 8066095855,PERONI,BEER,PERONI,BEER,PERONI,BEER,1.32692250,2.189272e+03,2.907550e+03,7.771916e+05,"Oz","PERONI BEER"
"570", 8066095935,ST,PAULI,GIRL,BEER,N,ST,1.00716770,2.051438e+05,1.928350e+05,7.282604e+07,"Oz","ST PAULI GIRL BEER N"
"571", 8066095937,ST,PAULI,GIRL,LAGER,ST,PAULI,0.94357115,3.444055e+04,3.139428e+04,1.222639e+07,"Oz","ST PAULI GIRL LAGER"
"572", 8066095945,ST,PAULI,GIRL,DK,BEE,ST,0.96566218,1.311164e+04,1.215074e+04,4.654632e+06,"Oz","ST PAULI GIRL DK BEE"
"573", 8087201512,WEINHARDS,PALE,ALE,W,WEINHARDS,PALE,0.73339283,6.849722e+03,4.878830e+03,2.431651e+06,"Oz","WEINHARDS PALE ALE W"
"574", 8178012111,NAKED,ASPEN,RASP,WHE,NAKED,ASPEN,1.16538740,4.018664e+02,4.683300e+02,1.426626e+05,"Oz","NAKED ASPEN RASP WHE"
"575", 8178012121,NAKED,ASPEN,PALE,ALE,NAKED,ASPEN,1.16538740,2.219262e+02,2.586300e+02,7.878380e+04,"Oz","NAKED ASPEN PALE ALE"
"576", 8178012141,NAKED,ASPEN,HONEY,WH,NAKED,ASPEN,1.16538740,2.879043e+02,3.355200e+02,1.022060e+05,"Oz","NAKED ASPEN HONEY WH"
"577", 8178051239,COLD,SPRING,PALE,ALE,COLD,SPRING,0.89481723,1.085639e+03,9.596900e+02,3.854019e+05,"Oz","COLD SPRING PALE ALE"
"578", 8178052250,COLD,SPRINGS,RIVER,R,COLD,SPRINGS,0.90404749,1.259581e+03,1.134400e+03,4.471513e+05,"Oz","COLD SPRINGS RIVER R"
"579", 8205410441,WARSTEINER,GERMAN,BE,WARSTEINER,GERMAN,BE,0.94067502,1.619461e+02,1.537300e+02,5.749088e+04,"Oz","WARSTEINER GERMAN BE"
"580", 8205410444,WARSTEINER,GERMAN,BE,WARSTEINER,GERMAN,BE,0.93461168,1.043353e+05,9.515506e+04,3.703903e+07,"Oz","WARSTEINER GERMAN BE"
"581", 8205410665,WARSTEINER,LIGHT,(GE,WARSTEINER,LIGHT,(GE,0.90084571,3.352885e+03,2.965370e+03,1.190274e+06,"Oz","WARSTEINER LIGHT (GE"
"582", 8205430441,WARSTEINER,GERMAN,BE,WARSTEINER,GERMAN,BE,1.21392260,3.964548e+03,4.794050e+03,1.407415e+06,"Oz","WARSTEINER GERMAN BE"
"583", 8205480441,WARSTEINER,WARSTEINER,WARSTEINER,WARSTEINER,WARSTEINER,WARSTEINER,0.86779469,2.207266e+04,1.835245e+04,7.835795e+06,"Oz","WARSTEINER"
"584", 8239300039,DIXIE,BLACKENED,VOOD,DIXIE,BLACKENED,VOOD,1.16538740,3.538823e+02,4.124100e+02,1.256282e+05,"Oz","DIXIE BLACKENED VOOD"
"585", 8248800009,BECKS,REGULAR,BEER,BECKS,REGULAR,BEER,1.08956490,8.555795e+04,9.165849e+04,3.037307e+07,"Oz","BECKS REGULAR BEER"
"586", 8248812300,BECK'S,REG,BEER,NR,B,BECK'S,0.95763379,5.063636e+05,4.616577e+05,1.797591e+08,"Oz","BECK'S REG BEER NR B"
"587", 8248812345,BECK'S,REG,BEER,NR,B,BECK'S,0.97683167,1.383368e+06,1.261322e+06,4.910956e+08,"Oz","BECK'S REG BEER NR B"
"588", 8248812356,BECK'S,DARK,BEER,NR',BECK'S,DARK,0.96377647,3.535944e+05,3.251179e+05,1.255260e+08,"Oz","BECK'S DARK BEER NR'"
"589", 8248812400,BECKS,DARK,BECKS,DARK,BECKS,DARK,1.05881360,4.810400e+03,4.748990e+03,1.707692e+06,"Oz","BECKS DARK"
"590", 8248812500,BECK'S,LIGHT,NR,BTLS,BECK'S,LIGHT,0.89697486,3.790739e+03,3.365580e+03,1.345713e+06,"Oz","BECK'S LIGHT NR BTLS"
"591", 8248812650,BECK'S,DARK,BEER,BAM,BECK'S,DARK,1.12066070,1.261855e+04,1.387509e+04,4.479587e+06,"Oz","BECK'S DARK BEER BAM"
"592", 8248812700,HAACK-BECK,NON-ALCHL,HAACK-BECK,NON-ALCHL,HAACK-BECK,NON-ALCHL,1.06721200,5.629128e+04,5.934600e+04,1.998341e+07,"Oz","HAACK-BECK NON-ALCHL"
"593", 8248812830,BECK'S,LIGHT,NR,BTLS,BECK'S,LIGHT,0.94228923,1.520194e+05,1.376589e+05,5.396691e+07,"Oz","BECK'S LIGHT NR BTLS"
"594", 8248812910,BECK'S,OKTOBERFEST,B,BECK'S,OKTOBERFEST,B,1.03117610,3.424861e+04,3.355422e+04,1.215826e+07,"Oz","BECK'S OKTOBERFEST B"
"595", 8248812920,BECK'S,OKTOBERFEST,B,BECK'S,OKTOBERFEST,B,1.16538740,2.999003e+01,3.495000e+01,1.064646e+04,"Oz","BECK'S OKTOBERFEST B"
"596", 8328000001,GUINESS,STOUT,GUINESS,STOUT,GUINESS,STOUT,1.36443560,9.797334e+03,1.306990e+04,3.478054e+06,"Oz","GUINESS STOUT"
"597", 8332600020,YOUNGS,SPECIAL,LONDO,YOUNGS,SPECIAL,LONDO,1.66555360,7.197606e+01,1.198800e+02,2.555150e+04,"Oz","YOUNGS SPECIAL LONDO"
"598", 8370601415,DUVEL,BELGIUM,SPECIA,DUVEL,BELGIUM,SPECIA,1.58219250,4.798404e+01,7.592000e+01,1.703434e+04,"Oz","DUVEL BELGIUM SPECIA"
"599", 8374100005,GROLSCH,BEER,N.R.BTL,GROLSCH,BEER,N.R.BTL,1.06035240,5.261450e+04,5.494041e+04,1.867815e+07,"Oz","GROLSCH BEER N.R.BTL"
"600", 8374100007,GROLSCH,SWING,TOP,BE,GROLSCH,SWING,1.41326880,9.538162e+03,1.301067e+04,3.386047e+06,"Oz","GROLSCH SWING TOP BE"
"601", 8378337521,SIERRA,NEVADA,PALE,A,SIERRA,NEVADA,1.06040500,8.079313e+04,8.425631e+04,2.868156e+07,"Oz","SIERRA NEVADA PALE A"
"602", 8378347521,SIERRA,NEVADA,PORTER,SIERRA,NEVADA,PORTER,1.04923930,6.507836e+03,6.769630e+03,2.310282e+06,"Oz","SIERRA NEVADA PORTER"
"603", 8378357521,SIERRA,NEVADA,STOUT,SIERRA,NEVADA,STOUT,1.04852870,7.029662e+03,7.319420e+03,2.495530e+06,"Oz","SIERRA NEVADA STOUT"
"604", 8380404468,SANTE,WHITE,NON,ALCO,SANTE,WHITE,2.16869660,1.753521e+03,3.796380e+03,6.225000e+05,"ML","SANTE WHITE NON ALCO"
"605", 8380404469,SANTE,SPRKLNG,NON,AL,SANTE,SPRKLNG,3.02526780,1.609859e+03,4.847580e+03,5.715000e+05,"ML","SANTE SPRKLNG NON AL"
